Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:73MePCkwXsU7W7TOw2xfvQ,"Hai Đứa Trẻ","Chị Đẹp Đạp Gió Rẽ Sóng - Công Diễn 3","Diệp Lâm Anh;Hương Ly;Thu Phương;Đoan Trang;Mỹ Linh",2024-07-17,258857,12,false,,2026-01-27T16:28:23Z,"v-pop,vinahouse,bolero việt nam,lo-fi việt","Universal Music Indochina Distributed Labels",0.594,0.811,7,-5.509,0,0.0913,0.0609,0,0.0465,0.253,104.786,4
spotify:track:68Ulnxw15JlfmmWlTSzMip,"Mashup Tình Bạn Diệu Kỳ & Cún Yêu","Mashup Tình Bạn Diệu Kỳ & Cún Yêu","H'Hen Niê;Lưu Hương Giang;Khổng Tú Quỳnh;Phạm Lịch;Phuong Uyen",2023-12-09,199480,11,false,,2026-01-27T16:28:21Z,"v-pop,indie việt,hip hop việt nam,vinahouse","Universal Music Indochina Distributed Labels",0.712,0.938,6,-4.48,1,0.233,0.276,0,0.632,0.511,153.711,4
spotify:track:0qyzuMXTFETMWuZ7cbn77L,"Đưa Em Về Nhà","Đưa Em Về Nhà","Mỹ Linh;Diệu Nhi;Khổng Tú Quỳnh;Vân Hugo;Nguyên Hà",2023-12-02,219789,8,false,,2026-01-27T16:28:17Z,"v-pop,bolero việt nam,indie việt,vinahouse","Universal Music Indochina Distributed Labels",0.806,0.596,6,-6.139,0,0.0512,0.146,0,0.0784,0.548,94.986,4
spotify:track:3aHS2dHdu57Wra5FmUM2xy,"Răng Khôn - Live","Răng Khôn (Live)","Thu Phương;Phạm Lịch;Uyên Linh",2023-12-02,245000,24,false,,2026-01-27T16:28:15Z,"v-pop,bolero việt nam,vinahouse,indie việt","Universal Music Indochina Distributed Labels",0.32,0.457,7,-8.143,1,0.0344,0.723,0,0.211,0.347,156.572,4
spotify:track:3Q0AoCBe0yrrq7WGHzclwM,"Nếu Anh Đi","Nếu Anh Đi","Hồng Nhung;Ninh Dương Lan Ngọc;Lynk Lee",2023-12-02,254876,22,false,,2026-01-27T16:28:12Z,"v-pop,bolero việt nam,hip hop việt nam,indie việt","Universal Music Indochina Distributed Labels",0.558,0.453,5,-7.493,0,0.0364,0.751,0,0.0851,0.185,82.03,4
spotify:track:74WCEdWbz91V1xIu82zeFI,"Lười Yêu","Chị Đẹp Đạp Gió Rẽ Sóng - Tập 3","Bảo Anh",2024-07-17,129272,6,false,,2026-01-27T16:28:07Z,"v-pop,indie việt,bolero việt nam","Universal Music Indochina Distributed Labels",0.691,0.793,6,-5.715,0,0.0908,0.411,0.0000249,0.292,0.289,110.049,4
spotify:track:6ayZWt2oLOLVJiutLsLCbd,"Chờ Người Nơi Ấy","Chị Đẹp Đạp Gió Rẽ Sóng - Tập 3","Uyên Linh",2024-07-17,125348,22,false,,2026-01-27T16:28:04Z,"v-pop,indie việt","Universal Music Indochina Distributed Labels",0.669,0.569,7,-3.645,1,0.0549,0.181,0,0.0503,0.114,144.996,4
spotify:track:1P6IjqVqS6R0zn3kTrn24V,"Đừng Ngoảnh Lại","Chị Đẹp Đạp Gió Rẽ Sóng - Tập 3","Lưu Hương Giang",2024-07-17,129600,6,false,,2026-01-27T16:27:58Z,"v-pop,indie việt,hip hop việt nam","Universal Music Indochina Distributed Labels",0.574,0.824,7,-2.953,0,0.192,0.299,0,0.0785,0.446,149.621,4
spotify:track:7w84MfDUlZnyMJ7d3ZMYVy,"2 Phút Hơn","Chị Đẹp Đạp Gió Rẽ Sóng - Tập 3","Huyền Baby",2024-07-17,104309,9,false,,2026-01-27T16:27:56Z,"v-pop,vinahouse","Universal Music Indochina Distributed Labels",0.615,0.706,4,-4.056,0,0.0373,0.0424,0.00000156,0.361,0.158,139.959,4
spotify:track:1xayFtaUcXGDzCI15rRhby,"Nhắm Mắt Thấy Mùa Hè","Chị Đẹp Đạp Gió Rẽ Sóng - Tập 3","Nguyên Hà",2024-07-17,94363,20,false,,2026-01-27T16:27:52Z,"v-pop,indie việt","Universal Music Indochina Distributed Labels",0.481,0.402,9,-8.009,0,0.0361,0.741,0,0.161,0.383,109.733,3
spotify:track:4O2Pm11SdxnhcfWlRVZp6a,"Lạnh","Chị Đẹp Đạp Gió Rẽ Sóng - Tập 3","Khổng Tú Quỳnh",2024-07-17,92240,19,false,,2026-01-27T16:27:49Z,"v-pop,vinahouse","Universal Music Indochina Distributed Labels",0.657,0.798,1,-4.714,1,0.0622,0.0595,0,0.349,0.243,99.513,4
spotify:track:4245m5B5XcZmsPXCGYMTWg,"Thế Thái","Chị Đẹp Đạp Gió Rẽ Sóng - Tập 2","Hương Ly",2024-07-17,121182,11,false,,2026-01-27T16:27:47Z,"vinahouse,v-pop,bolero việt nam,lo-fi việt","Universal Music Indochina Distributed Labels",0.706,0.894,5,-3.39,0,0.0345,0.152,0.00000168,0.26,0.901,105.981,4
spotify:track:0XPsOSYzDJZJArevQNm2AR,"Speechless (Full)","Aladdin (Original Motion Picture Soundtrack)","Naomi Scott",2019-05-22,208800,69,false,,2026-01-26T16:58:42Z,"","Walt Disney Records",0.474,0.489,6,-7.625,0,0.0342,0.467,0,0.119,0.23,124.844,4
spotify:track:3VLkCzrhrfhlcdgZS2dHlT,"初日","神曲たち","AKB48",2010-04-07,229533,35,false,,2026-01-25T17:01:01Z,"j-pop,c-pop","KING RECORDS",0.537,0.891,7,-4.668,1,0.0445,0.00355,0,0.114,0.623,148.021,4
spotify:track:4xrqcteKNvvejvQIM0d4yw,"怜城辞 - 《天官赐福》动画第二季主题曲","怜城辞 (《天官赐福》动画第二季主题曲)","Lu Han",2021-01-04,299575,14,false,,2026-01-25T14:57:41Z,"c-pop,r&b trung quốc,mandopop,hip hop trung quốc","bilibili",0.395,0.475,9,-7.377,0,0.0318,0.457,0.0000043,0.143,0.225,127.892,4
spotify:track:4hJbPNtAKE6wHUbFas3LzH,"無別 (動畫《天官賜福》片頭曲)","無別 (動畫《天官賜福》片頭曲)","Jeff Chang",2020-10-19,257235,43,false,,2026-01-25T14:57:32Z,"mandopop,pop đài loan,c-pop,gufeng,cantopop","Tide Music CO., Ltd",0.365,0.394,4,-10.865,0,0.0468,0.799,0,0.197,0.354,143.468,4
spotify:track:0o9zmvc5f3EFApU52PPIyW,"Shinunoga E-Wa","HELP EVER HURT NEVER","Fujii Kaze",2020-05-20,185573,77,false,,2026-01-25T14:56:48Z,"j-pop","Universal Music LLC",0.6,0.76,6,-6.124,0,0.0452,0.166,0.0000409,0.189,0.519,158.078,4
spotify:track:1fLQbzTvsLzN0qvVL0BdXw,"Anh Nhà Ở Đâu Thế","Anh Nhà Ở Đâu Thế","AMEE;B Ray",2019-04-03,217142,42,false,,2026-01-25T14:47:34Z,"v-pop,hip hop việt nam,indie việt,vinahouse","Yin Yang Media",0.806,0.468,10,-7.147,1,0.15,0.651,0,0.319,0.572,125.967,4
spotify:track:2NzBGy9W9nhYRnr0gzD0bz,"Phải Chăng Em Đã Yêu","Symphonies Juky San No.22","Juky San",2022-11-08,180571,20,false,,2026-01-25T14:47:28Z,"v-pop,hip hop việt nam,indie việt","Universal Music Indochina",0.754,0.537,5,-7.896,0,0.0716,0.694,0,0.154,0.691,104.985,4
spotify:track:1jtrGtWxnZUeKtSN4Xxh1e,"Dạ Vũ","Dạ Vũ","Tăng Duy Tân",2021-08-15,202167,47,false,,2026-01-25T14:45:45Z,"v-pop,vinahouse,lo-fi việt","WM Vietnam",0.812,0.694,8,-6.686,0,0.0274,0.361,0.498,0.373,0.853,111.008,4
spotify:track:6BvAuB0I0O2YqTajhTOqKE,"Ngay Tho (Chinese Version)","Ngay Tho (Chinese Version)","黃齡;Phong Max;Tăng Duy Tân",2022-02-05,251562,44,false,,2026-01-25T14:45:40Z,"gufeng,c-pop,mandopop,r&b trung quốc,vinahouse,v-pop,lo-fi việt","StarNation",0.65,0.716,6,-4.638,0,0.0324,0.509,0.00119,0.161,0.779,110.973,4
spotify:track:36BQLOKzGVk7PjQtBnef5b,"Ngây Thơ","Ngây Thơ","Tăng Duy Tân;Phong Max",2020-04-09,253400,45,false,,2026-01-25T14:45:38Z,"v-pop,vinahouse,lo-fi việt","Yin Yang Media",0.769,0.587,6,-7.326,0,0.0261,0.426,0.942,0.169,0.556,111.009,4
spotify:track:7G8dTP7WqN5IpS74kRsROu,"VÌ YÊU CỨ ĐÂM ĐẦU","Chị Đẹp Đạp Gió 2024 - Công Diễn 3","Chị Đẹp Đạp Gió Rẽ Sóng;Kiều Anh;Hoàng Yến Chibi;Phạm Quỳnh Anh;Ngọc Thanh Tâm;Xuân Nghi",2024-12-08,209032,22,false,,2026-01-25T00:08:43Z,"v-pop,hip hop việt nam,indie việt","1LABEL",0.777,0.789,6,-6.718,1,0.0753,0.225,0.00123,0.123,0.8,124.027,4
spotify:track:6KIhgRkprgyJNERRMu7Quh,"Có Em Chờ","Có Em Chờ","MIN",2020-06-30,234000,61,false,,2026-01-25T00:08:28Z,"v-pop,hip hop việt nam,indie việt,vinahouse","MIN",0.683,0.391,4,-11.511,1,0.0529,0.244,0.867,0.099,0.33,79.995,4
spotify:track:5wOpabdhyumRX782o8J4rS,"Mặt Trời Của Em","Mặt Trời Của Em","Phương Ly",2017-10-28,249333,56,false,,2026-01-25T00:08:09Z,"v-pop,hip hop việt nam,indie việt,vinahouse","PHUONG LY",0.649,0.643,5,-6.951,0,0.175,0.634,0,0.35,0.648,90.118,4
spotify:track:2rYiDn8FjwBnBPtZDP8to3,"Snow Fairy","Tv Anime ""Fairy Tail"" Op & Ed Theme Songs Vol. 1","FUNKIST",2011-08-17,216626,57,false,,2026-01-24T15:53:07Z,"anime","PONY CANYON",0.418,0.846,1,-4.211,0,0.0473,0.000232,0,0.161,0.561,105.983,4
spotify:track:6zQBXnRu7Yc42C6qp0trRE,"Egao No Mahou","Tv Anime ""Fairy Tail"" Op & Ed Theme Songs Vol. 1","MAGIC PARTY",2011-08-17,211520,44,false,,2026-01-24T15:52:04Z,"anime","PONY CANYON",0.301,0.923,5,-4.351,1,0.0485,0.0322,0,0.205,0.337,175.129,4
spotify:track:3Hg898AnfapEcgRwa4PT9L,"MASAYUME CHASING","WHO'S BACK?","BoA",2014-09-03,219173,54,false,,2026-01-24T15:41:29Z,"k-pop,j-pop,j-r&b","avex trax",0.679,0.985,7,-2.36,0,0.0811,0.0558,0.00000208,0.191,0.588,128.956,4
spotify:track:5Y78SEDLcnOkE2kMwEuuwo,"Fiesta","TV Anime ""Fairy Tail"" OP & ED Theme Songs Vol. 2","+Plus",2017-03-23,237026,49,false,,2026-01-24T15:41:18Z,"anime","PONY CANYON INC.",0.605,0.945,2,-3.953,1,0.08,0.0124,0,0.272,0.915,139.951,4
spotify:track:79RPh1hpp8QtEnkdrD5u88,"Holy Shine","Tv Anime ""Fairy Tail"" Op & Ed Theme Songs Vol. 1","Daisy×Daisy",2011-08-17,276880,35,false,,2026-01-24T15:41:15Z,"anime","PONY CANYON",0.46,0.899,8,-2.894,0,0.0481,0.0278,0,0.267,0.65,158,4
spotify:track:1PyZF1WoRaladWtrFgvjet,"Kimi Ga Irukara","Tv Anime ""Fairy Tail"" Op & Ed Theme Songs Vol. 1","Mikuni Shimokawa",2011-08-17,266346,35,false,,2026-01-24T15:41:10Z,"anime","PONY CANYON",0.412,0.715,9,-5.644,1,0.0407,0.0507,0.00000303,0.127,0.433,187.863,4
spotify:track:6ewApBBLNOZODfwiGrNwvF,"S.O.W. Sense of Wonder","Tv Anime ""Fairy Tail"" Op & Ed Theme Songs Vol. 1","Idoling!!!",2011-08-17,243120,44,false,,2026-01-24T15:41:05Z,"anime","PONY CANYON",0.492,0.896,5,-3.45,1,0.0482,0.158,0,0.349,0.699,170.083,4
spotify:track:7cgbA0CeTgmHW0NpRk0nOO,"GLORY-君がいるから-","depart〜takako uehara single collection〜","上原多香子",2007-03-14,296600,31,false,,2026-01-24T15:36:04Z,"anime","SONIC GROOVE",0.484,0.956,1,-4.059,0,0.0507,0.0195,0.0000303,0.119,0.709,174.191,4
spotify:track:4kUrZM7BCgotskFpFRi871,"光と影のロマン （セルフカバーバージョン）","スローライフと私 〜Organic Cafe〜","Keiko Utoku",2018-08-08,287925,31,false,,2026-01-24T15:34:29Z,"","UK Sweet",0.685,0.58,5,-6.985,1,0.027,0.71,0,0.129,0.4,115.003,4
spotify:track:1KvU7iXcyRMden0n9krc4k,"Secret of my heart","倉木麻衣×名探偵コナン COLLABORATION BEST 21 -真実はいつも歌にある！-","Mai Kuraki",2021-03-06,265033,49,false,,2026-01-24T15:32:56Z,"j-pop,anime","NORTHERN MUSIC",0.554,0.879,10,-4.153,0,0.0484,0.0341,0,0.133,0.927,169.896,4
spotify:track:1Y1GDXcjsnIODQfog5sYdw,"Ước Gì","Yesterday & Now, Vol. 3","Mỹ Tâm",2003-06-17,332960,40,false,,2026-01-24T15:28:58Z,"v-pop,bolero việt nam,indie việt","MT Entertainment",0.568,0.35,7,-7.6,1,0.0325,0.354,0,0.156,0.186,123.813,4
spotify:track:1rJyVbXb3njXbN3lokllKf,"Người Hãy Quên Em Đi","Tâm 9","Mỹ Tâm",2017-12-06,232481,47,false,,2026-01-24T15:27:09Z,"v-pop,bolero việt nam,indie việt","MT Entertainment",0.778,0.623,2,-6.574,0,0.0353,0.748,0,0.0819,0.44,112.021,4
spotify:track:5O6Cs59dZvrAry7wovkgqm,"Xin Lỗi","Xin Lỗi","Nguyên Hà",2019-04-09,244036,43,false,,2026-01-24T15:24:15Z,"v-pop,indie việt","Nguyên Hà",0.54,0.176,6,-12.458,0,0.0354,0.946,0,0.105,0.471,119.761,4
spotify:track:6F61DTypUBPZiZqgd76Sjn,"Sau Này, Hãy Gặp Lại Nhau Khi Hoa Nở","Hôm Qua Hôm Nay Và Sau Này","Nguyên Hà",2020-10-06,276480,41,false,,2026-01-24T15:24:02Z,"v-pop,indie việt","Golden Apple Corporation",0.339,0.313,1,-9.695,1,0.0295,0.841,0,0.131,0.172,93.849,4
spotify:track:0romIkyik5imEvxixG8PuZ,"Nhắm Mắt Thấy Mùa Hè - From ""Nhắm Mắt Thấy Mùa Hè""","Nhắm Mắt Thấy Mùa Hè (From ""Nhắm Mắt Thấy Mùa Hè"")","Nguyên Hà",2018,282857,48,false,,2026-01-24T15:23:50Z,"v-pop,indie việt","30 Pictures",0.538,0.303,9,-7.719,0,0.0271,0.918,0.004,0.0987,0.296,104.988,3
spotify:track:38bYoXxr2I23dodDjrJgAT,"Mash-up: Ước Gì & Mua Phi Trường","Chị Đẹp Đạp Gió Rẽ Sóng - Công Diễn 3","Mlee;Lệ Quyên;Hồng Nhung;Huyền Baby;Trang Pháp",2024-07-17,302000,14,false,,2026-01-24T15:17:40Z,"v-pop,bolero việt nam,bolero,vinahouse","Universal Music Indochina Distributed Labels",0.666,0.674,5,-6.106,1,0.054,0.046,0.00000284,0.074,0.243,120.016,4
spotify:track:4337jXJ273If8arrwTlX6J,"Mưa Phi Trường","Mưa Phi Trường","Lam Trường",2025-01-17,334511,23,false,,2026-01-24T15:17:14Z,"v-pop,bolero việt nam","Bến Thành Audio - Video",0.635,0.584,7,-10.299,0,0.0349,0.0548,0.0000129,0.181,0.777,172.015,4
spotify:track:7fFvPlrcO79gXfErRuqaoC,"Những Kẻ Mộng Mơ","Những Kẻ Mộng Mơ","Noo Phước Thịnh",2018-10-19,253775,49,false,,2026-01-24T15:11:48Z,"v-pop","Noo Phuoc Thinh",0.468,0.562,10,-6.102,1,0.033,0.326,0,0.0986,0.474,139.769,4
spotify:track:2B3IGitSEPdNmW7A2gmit4,"Chợt Nghe Bước Em Về","Chút Tình Thơ Ngây, Vol.2","Lam Trường",2000-04-04,302760,19,false,,2026-01-24T15:11:38Z,"v-pop,bolero việt nam","Lam Truong",0.751,0.641,9,-8.094,1,0.254,0.115,0.0000305,0.0567,0.824,87.962,4
spotify:track:1He7z9P4RbIAa0rNCUaIMN,"Những Kẻ Mộng Mơ","Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 2","SOOBIN;Tiến Luật;Tuấn Hưng;Quốc Thiên;Rhymastic;Tự Long",2024-08-10,293538,42,false,,2026-01-24T15:11:20Z,"v-pop,hip hop việt nam,indie việt,vinahouse,bolero việt nam","Universal Music Indochina Distributed Labels",0.409,0.507,11,-9.888,1,0.0361,0.241,0,0.541,0.13,129.907,4
spotify:track:2vH8JFJKfkAgZs1GFlOzGh,"Akatsuki no Requiem","Rakuen Eno Shingeki","Linked Horizon",2018-10-03,240573,55,false,,2026-01-24T15:04:06Z,"anime,j-pop","PONY CANYON INC.",0.498,0.82,2,-6.288,0,0.0439,0.401,0.00000454,0.373,0.299,136.901,3
spotify:track:5cRKj1kynNFqiliT2ndZ3y,"Akuma no Ko","Akuma no Ko","Ai Higuchi",2022-01-10,227679,64,false,,2026-01-24T14:51:17Z,"anime,j-pop","PONY CANYON INC.",0.561,0.686,6,-6.273,0,0.0473,0.267,0,0.137,0.22,89.97,4
spotify:track:7pcTLUekZJQnzDOUDuExVJ,"打上花火","打上花火","Daoko;Kenshi Yonezu",2017-08-16,289334,61,false,,2026-01-24T14:50:31Z,"j-pop,anime,j-rock","TOY'S FACTORY",0.635,0.667,6,-5.392,1,0.0253,0.207,0,0.108,0.261,96.003,4
spotify:track:21htkjP5rYjD3CXG3y9wCT,"オレンジ","アニップス","7!!",2016-03-09,350200,61,false,,2026-01-24T14:50:22Z,"anime,j-pop","Sony Music Labels Inc.",0.348,0.492,7,-4.844,1,0.0324,0.171,0,0.116,0.3,171.637,4
spotify:track:7fCeYpR02Q8JVuD88hJZVT,"Bầu Trời Mới","M∞N","Da LAB;Minh Tốc & Lam",2024-10-05,262495,63,false,,2026-01-24T14:49:44Z,"v-pop,hip hop việt nam,indie việt,lo-fi việt,vinahouse","Universal Music Indochina Distributed Labels",0.464,0.709,5,-5.431,1,0.0545,0.511,0,0.111,0.275,180.047,4
spotify:track:48WTrINmXQ8RZvCYmqRAPf,"NHAN SẮC","Chị Đẹp Đạp Gió 2024 - Công Diễn 2","Chị Đẹp Đạp Gió Rẽ Sóng;Minh Hằng;Hoàng Yến Chibi;Thu Ngọc;Hậu Hoàng;WOKEUP",2024-11-30,206896,30,false,,2026-01-24T14:43:19Z,"v-pop,hip hop việt nam,indie việt","1LABEL",0.731,0.836,9,-6.833,0,0.0518,0.322,0.00000928,0.105,0.588,116.01,4
spotify:track:0kdqcbwei4MDWFEX5f33yG,"Bling-Bang-Bang-Born","Bling-Bang-Bang-Born","Creepy Nuts",2024-01-07,168135,75,false,,2026-01-24T14:04:57Z,"anime,j-pop,j-rap","Sony Music Labels Inc.",0.853,0.822,6,-6.836,0,0.246,0.0841,0.00985,0.166,0.746,157.013,4
spotify:track:7oNXVeScJCnRg2FzxQ6z6o,"下個，路口，見","李宇春","Chris Lee Artiste",2009-12-22,210373,42,false,,2026-01-24T13:58:41Z,"gufeng,c-pop,mandopop","太合麥田（天津）音樂有限公司",0.732,0.697,2,-8.316,0,0.0376,0.523,0.00145,0.114,0.569,97.983,4
spotify:track:7uR5OU8jEUAXCfbf5Wro0i,"EM MÂY x ANH NHỚ EM","Chị Đẹp Đạp Gió 2024 - Vòng Solo","Chị Đẹp Đạp Gió Rẽ Sóng;Hạnh Sino;JASE",2024-11-02,103636,27,false,,2026-01-24T13:08:47Z,"v-pop,vinahouse,hip hop việt nam","1LABEL",0.792,0.627,4,-7.447,0,0.0706,0.174,0.0000144,0.152,0.623,132.041,4
spotify:track:3LLhE8SrCkXGLjZOFwEhVC,"Time for the moon night","Time for the moon night","GFRIEND",2018-04-30,226697,58,false,,2026-01-24T09:46:32Z,"k-pop","SOURCE MUSIC",0.444,0.831,6,-1.2,1,0.0596,0.32,0,0.0479,0.714,169.945,4
spotify:track:15LTHa8R7sWbodBx8maGDz,"夜來香","Denon Mastersonic - 李香蘭","李香蘭",1998-01-01,199093,29,false,,2026-01-23T14:11:51Z,"","EMI Hong Kong",0.42,0.226,2,-12.839,1,0.0373,0.992,0.911,0.113,0.354,67.85,5
spotify:track:7xm0KJMfeaJQmQdDxAipiY,"チキチキバンバン","チキチキバンバン","QUEENDOM",2022-05-20,202500,49,false,,2026-01-23T14:01:56Z,"anime","avex trax",0.623,0.987,4,-2.03,0,0.128,0.0469,0,0.317,0.502,128.047,4
spotify:track:1rQtzznJ2Q1DER26WI9Eag,"Nơi Hư Vô Lạc Lối","Nữ Hoàng Băng Giá II (Vietnamese Original Motion Picture Soundtrack/Deluxe Edition)","Tiêu Châu Như Quỳnh;AURORA",2019-11-14,194866,10,false,,2026-01-23T13:49:15Z,"v-pop,lo-fi việt,pop na uy,art pop","Walt Disney Records",0.352,0.368,1,-9.049,1,0.0406,0.882,0.00227,0.14,0.361,155.34,3
spotify:track:5Px6UA0dmCRZeScW9HZ5re,"Let It Go - Japanese Version","Frozen (Original Motion Picture Soundtrack/Japanese Version)","Takako Matsu",2014-03-19,224613,53,false,,2026-01-23T13:44:35Z,"","Walt Disney Records",0.535,0.487,8,-6.914,1,0.0282,0.606,0,0.125,0.314,137.137,4
spotify:track:0qcr5FMsEO85NAQjrlDRKo,"Let It Go - From ""Frozen""/Soundtrack Version","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Idina Menzel",2013-01-01,223840,78,false,,2026-01-23T13:44:32Z,"nhạc kịch","Walt Disney Records",0.543,0.485,8,-6.79,1,0.0305,0.555,0,0.12,0.372,136.961,4
spotify:track:4BhbfycCOolFAy811R7yni,"どこまでも 〜How Far I'll Go〜","モアナと伝説の海 オリジナル・サウンドトラック (日本語版)","モアナ(屋比久知奈)",2017-03-01,163400,0,false,,2026-01-23T13:39:32Z,"","WALT DISNEY RECORDS",0.55,0.344,4,-11.091,1,0.0591,0.792,0,0.0926,0.145,83.927,4
spotify:track:295rMru24qxm0lKIKzNLGV,"Lil' Infinity","AAA FAN MEETING ARENA TOUR 2019 〜FAN FUN FAN〜SETLIST","AAA",2019-08-08,326080,46,false,,2026-01-23T12:45:03Z,"j-pop,anime","avex trax",0.636,0.718,1,-5.351,1,0.0278,0.636,0.00000711,0.186,0.584,118.002,4
spotify:track:7lkWAB0Ru7WEa0mkdgiqJG,"Gieo Quẻ (feat. Đen)","Gieo Quẻ (feat. Đen)","Hoàng Thùy Linh;Đen",2022-01-01,198947,49,false,,2026-01-22T16:31:08Z,"v-pop,vinahouse,hip hop việt nam,indie việt,lo-fi việt","The Leader Entertainment",0.788,0.838,1,-4.646,1,0.0414,0.191,0.00000152,0.229,0.808,113.973,4
spotify:track:5mBWIm9EGnhZRYBYgAS72m,"Để Mị Nói Cho Mà Nghe","Hoàng","Hoàng Thùy Linh",2019-10-20,193877,50,false,,2026-01-22T16:31:03Z,"v-pop,vinahouse,hip hop việt nam,indie việt","The Leader Entertainment",0.707,0.851,0,-3.684,1,0.0654,0.465,0.00000292,0.138,0.738,155.966,4
spotify:track:5dZHey2U2xrNpvgyop8URS,"Duyên Âm","Hoàng","Hoàng Thùy Linh",2019-10-20,179541,51,false,,2026-01-22T16:30:57Z,"v-pop,vinahouse,hip hop việt nam,indie việt","The Leader Entertainment",0.75,0.649,4,-5.15,1,0.0437,0.475,0.000382,0.19,0.402,99.997,4
spotify:track:42EQCjMT4vvNN1Yov6rYX3,"左手指月 (電視劇《香蜜沉沉燼如霜》片尾曲)","左手指月 (電視劇《香蜜沉沉燼如霜》片尾曲)","Sa Dingding",2018-03-19,230487,53,false,,2026-01-22T16:25:20Z,"gufeng,c-pop,mandopop","北京正見花時文化傳播有限公司",0.347,0.671,3,-5.256,0,0.051,0.101,0.000099,0.0959,0.263,145.958,4
spotify:track:1SMlN78soRuYfJY7KJrcIF,"错位时空","错位时空","艾辰",2021-01-01,203930,59,false,,2026-01-22T16:25:11Z,"gufeng,c-pop,mandopop","网易云音乐",0.606,0.511,0,-8.389,0,0.0366,0.804,0,0.146,0.359,133.84,4
spotify:track:5W3jFFv3nhHTXAswzjKfPw,"有点甜","万有引力","Silence Wang;BY2",2012-06-01,235200,65,false,,2026-01-22T16:24:26Z,"c-pop,mandopop,gufeng,r&b trung quốc,pop đài loan","大象音乐",0.696,0.587,4,-6.801,1,0.0353,0.678,0,0.102,0.422,104.984,4
spotify:track:0UwQsjepDeAzUnHvd8YElk,"學貓叫","學貓叫","小潘潘;小峰峰",2021-12-31,209218,54,false,,2026-01-22T16:24:20Z,"c-pop,mandopop","百纳娱乐",0.832,0.842,6,-4.931,1,0.0295,0.184,0.0000859,0.142,0.932,115.036,4
spotify:track:7AD5F85waSb3yZxZxEXhJM,"Có Ai Thương Em Như Anh","Có Ai Thương Em Như Anh","Tóc Tiên;Touliver",2018-01-01,231497,60,false,,2026-01-22T15:48:51Z,"v-pop,indie việt,hip hop việt nam,vinahouse","Yin Yang Media",0.689,0.579,9,-5.751,1,0.0554,0.599,0.00000462,0.192,0.274,104.957,3
spotify:track:0srh0XTwMGeKEBV2CYkIJB,"化けそうなココロ","化けそうなココロ","Sou",2025-01-08,216368,33,false,,2026-01-22T14:57:22Z,"vocaloid,j-pop,j-rock,anime","KING RECORDS",0.619,0.94,8,-5.063,1,0.0596,0.00405,0,0.23,0.764,144.089,4
spotify:track:73tC9ZhU1iyphrL1ruQQWU,"六等星の夜","Sleepless Nights","Aimer",2012-10-03,338173,46,false,,2026-01-22T14:57:10Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.561,0.5,8,-5.927,1,0.0269,0.35,0,0.106,0.311,143.991,4
spotify:track:3DqCoE225ySWVHwgzf0kbq,"桜色舞うころ","桜色舞うころ","Mika Nakashima",2005,296613,40,false,,2026-01-22T14:57:00Z,"j-pop,anime,j-r&b","Sony Music Labels Inc.",0.348,0.375,3,-5.215,1,0.0276,0.852,0,0.215,0.28,79.767,4
spotify:track:2sDpYYkCM1k6jUSVF1qzUP,"さよならの夏","森山良子　THE BEST","Ryoko Moriyama",2004,197706,22,false,,2026-01-22T14:56:36Z,"kayokyoku,enka","Sony Music Direct (Japan) Inc.",0.535,0.232,7,-11.841,1,0.03,0.874,0.0000548,0.119,0.11,102.983,3
spotify:track:5XK9xF4Wu2ch0zSPSHHuqv,"Nước Hoa","Anh Trai Vượt Ngàn Chông Gai 2024 - Vòng Concert","Kay Trần;Cường Seven;Kiên Ứng;SOOBIN",2024-06-29,160426,0,false,,2026-01-22T14:56:14Z,"v-pop,hip hop việt nam,indie việt,vinahouse","Universal Music Indochina Distributed Labels",0.806,0.687,10,-5.802,0,0.0377,0.105,0.000595,0.0573,0.863,126.054,4
spotify:track:3Hpps3Ey2c26PS4OY0SJSV,"Đường Vào Tim Em","Anh Trai Vượt Ngàn Chông Gai 2024 - Vòng Concert","Kay Trần",2024-06-29,148138,0,false,,2026-01-22T14:55:59Z,"v-pop,hip hop việt nam","Universal Music Indochina Distributed Labels",0.774,0.698,0,-6.861,0,0.131,0.0603,0.00000369,0.316,0.34,104,4
spotify:track:4vH887552KqV0vYwiynCs5,"Tình Đất","Anh Trai Vượt Ngàn Chông Gai 2024 - Vòng Concert","Tự Long",2024-06-29,139946,0,false,,2026-01-22T14:55:08Z,"v-pop","Universal Music Indochina Distributed Labels",0.255,0.47,8,-10.758,1,0.0347,0.411,0.00000788,0.173,0.281,121.409,4
spotify:track:1ogO3SlbAhuba46ecZ05v8,"スイートメモリー","スイートメモリー","Eve",2024-07-07,199186,39,false,,2026-01-22T14:39:48Z,"anime,j-pop,j-rock,vocaloid,indie nhật bản","Toy's Factory",0.47,0.869,2,-4.43,1,0.143,0.0924,0,0.144,0.394,159.977,4
